temperature,time,concentration,yield
65.9307541370469,1.982287607674087,0.6992772768142561,46.52241317200697
23.87315553714395,1.6246146339785432,0.635786984411075,34.49044672404715
64.54050841899817,2.934571828794111,0.3663573603034249,48.84952298413528
74.6602558994747,4.9970274608838885,0.2567032564666698,43.99516616527723
26.723187723878972,2.571022046956062,0.3946598646393292,28.9082693924448
84.50036551148114,7.197957336688004,0.8706287273722285,79.7371021682859
65.0660317451904,5.805904563399776,0.5646714168451022,57.12893393628854
23.30837149081073,9.318652252274976,0.36420024409289375,60.00182889896399
20.439833576201973,3.7930796069112063,0.27983804978130356,23.81820038959154
85.79061303955913,9.34189036632436,0.5832542773219621,75.98059743627097
96.860851044811,9.532021370688565,0.6374251432448934,92.16592283282867
52.09810363668376,5.233073120877913,0.590603757861288,57.870227051412385
21.84821773978844,5.014941005252101,0.1270904519410399,30.057612190568
74.97132017892051,1.78278153310998,0.6832216532313937,49.76672707627938
60.95529286398183,2.324015072370152,0.5555000204430485,47.46572196216511
84.31774330578234,3.6844327139117117,0.4615650762005382,61.49205945422503
99.82551477902787,9.262068376858089,0.6048530553163717,87.43807370656982
78.78495826744104,3.3351263725866875,0.837573639598591,56.72859903556842
99.56882368533398,8.61772207021237,0.11946926173459485,81.47880899222184
79.69524471327247,1.096600703420692,0.4238577423811445,33.984766151008
66.09016442782283,2.9890968410484753,0.1662347954130346,41.99741018798994
79.0446726368266,2.7525891633670327,0.5756514469773759,45.18306231100742
22.786918664696884,6.976623053893785,0.5306243591711217,55.8165830388314
35.22712482178137,1.6001852464860735,0.30065641578996805,26.543532832403226
28.79744311995023,1.8790052283708754,0.277821825451813,18.427428646684547
70.59883572602729,4.081266649454828,0.7669682854886256,57.28732820349194
55.044359576519916,2.7643072942413447,0.8331341245096662,44.20662370460503
50.089025082221276,5.116902692645757,0.3635238900135699,37.412854914437915
44.59782051624355,9.951789903947772,0.3638598661305785,68.75453767590862
48.96591101889905,8.257892245660372,0.3423358394583044,65.43573463747019
95.73869694771449,8.291031705386441,0.7844221943135439,77.96718071307224
40.60277446129802,4.445726596864111,0.2815172501685832,39.689283087364736
56.450486305138206,9.244963140756493,0.7772761825292166,72.83407313462136
23.8938432056431,5.267625152546313,0.7903063897661892,45.165635229707306
29.315280072392298,4.139545886075291,0.4528966881361235,39.05973672263713
64.10601896108739,8.519169977078288,0.23785231091655992,70.31741267417377
71.51626229446157,5.245231259975014,0.5137706144580602,50.78567217956375
63.38344254162912,3.118733490376802,0.4748179754591436,44.80859494329378
42.98134121797307,8.725033536827416,0.21489498475876012,66.47886002285215
57.0562155181559,3.624056761919108,0.8454395361730949,52.76493094663274
85.57707311009787,8.752055893605984,0.48040869003594755,82.11382850302603
56.12670217539688,4.046710413303708,0.29448702971147395,42.61706693608096
60.59560156152662,6.78444161455956,0.5201666217846882,64.05135026971008
67.60201704983466,2.1715623100098367,0.610635482283233,41.62623709193779
90.73237016320081,7.603408371885133,0.1702263756714139,72.07465898141626
81.87509603269007,5.180859080793652,0.25825962944536174,46.02009186892319
31.009849071134852,7.413025329306708,0.29853313978174334,41.443033255553416
97.70080323774754,4.444122843506842,0.3309584026035518,60.02541198674783
21.197167228758758,1.625696840430971,0.5321765626561872,19.066440500381656
60.65735416153835,8.890494200868488,0.3152919469706966,67.14783609636459
27.248142440635625,2.71477248924099,0.4923749188650631,26.204388933647543
72.91389088656997,6.761725546603366,0.10745179746898481,57.44856174171425
61.761014572577785,3.267402617251305,0.5110235778892516,42.449783739398455
37.32510085269741,2.4185897999588004,0.38468699056531575,32.839433982483975
66.50354441114757,1.497728773542304,0.9144563556820762,49.1278849196141
50.64613425832739,8.356828533944647,0.4629623144317814,68.87526051159186
70.12363014994558,9.5447881124264,0.6037034873394088,84.51074549446653
27.274403282625705,9.513307577630425,0.18087389934905296,50.11769800721192
58.9282999359222,2.0212617311951613,0.5454584220011888,40.464755012234974
68.85457939667978,5.048867151565247,0.18824991205922725,47.53352164608916
21.704496306536292,7.335621853902064,0.38952121533682327,55.87453860082148
75.93494273426153,6.002081810739989,0.18468693386359641,55.942522356622874
91.67296439319192,2.225489427333782,0.3416771789260715,45.80726851538497
